picture_url,repeats
http://pbs.twimg.com/media/ChLbWMzXEAAszoM.jpg,10
http://pbs.twimg.com/media/ChLktgzWIAEQfpq.jpg,10
http://pbs.twimg.com/media/ChJGhqqW0AEaXkm.jpg,10
http://pbs.twimg.com/media/ChHG0QWU8AA4XLL.jpg,10
http://pbs.twimg.com/media/ChBE0_GU0AAspuZ.jpg,10
http://pbs.twimg.com/media/ChD-GuOW0AE4T-G.jpg,10
http://pbs.twimg.com/media/ChK-2HfWUAAFvNU.jpg,10
http://pbs.twimg.com/media/ChIaJgPWYAAcLMF.jpg,10
http://pbs.twimg.com/media/ChL-T_XUkAMvWlD.jpg,10
http://pbs.twimg.com/media/ChHpm_rXEAAIXzp.jpg,10
http://pbs.twimg.com/media/ChKIZJbWkAEHjbO.jpg,10
http://pbs.twimg.com/media/ChJhNMKWwAAaVPm.jpg,10
http://pbs.twimg.com/media/ChIY4DwU0AAdFuF.jpg,10
http://pbs.twimg.com/media/ChLdiTyWkAAUbvz.jpg,10
http://pbs.twimg.com/media/ChLH_pEUgAE-5cD.jpg,10
http://pbs.twimg.com/media/ChJw_UaWMAAlJRq.jpg,10
http://pbs.twimg.com/media/ChLJXicUcAEKSOe.jpg,10
http://pbs.twimg.com/media/ChIxcWMUUAE6X4M.jpg,10
http://pbs.twimg.com/media/ChLk56gUcAkbL3t.jpg,10
http://pbs.twimg.com/media/ChL7cniU8AARuo0.jpg,10
http://pbs.twimg.com/media/ChMFc-aUYAEucS2.jpg,10
http://pbs.twimg.com/media/CfSrxTsXEAEzOuB.jpg,10
http://pbs.twimg.com/media/ChJhS2XUUAA92ct.jpg,10
http://pbs.twimg.com/media/ChJKKGVU8AA0Af-.jpg,10
http://pbs.twimg.com/media/Cgx6rmJVEAEy5tg.jpg,9
http://pbs.twimg.com/media/ChJep9BUcAAU4qQ.jpg,9
http://pbs.twimg.com/media/ChLFAoiUgAECe8K.jpg,9
http://pbs.twimg.com/media/ChL8-U2UUAETeBZ.jpg,9
http://pbs.twimg.com/ext_tw_video_thumb/725722287052341248/pu/img/6cePbMHvmXFZZO_G.jpg,9
http://pbs.twimg.com/media/ChJdMCCWYAA6t1F.jpg,9
http://pbs.twimg.com/media/ChDvRqFWMAAwh_z.jpg,9
http://pbs.twimg.com/media/Cg1HdP0UoAEMjYo.jpg,9
http://pbs.twimg.com/media/ChKujAMXEAAjOom.jpg,9
http://pbs.twimg.com/media/ChIn9ZNWIAA8QSZ.jpg,9
http://pbs.twimg.com/media/ChIBJpqWUAAV-oD.jpg,9
http://pbs.twimg.com/media/ChInp9DUYAAKoqZ.jpg,9
http://pbs.twimg.com/media/ChI6790W0AEjSIh.jpg,9
http://pbs.twimg.com/media/ChKPT4jXEAAzpNv.jpg,9
http://pbs.twimg.com/media/ChMgFLUU0AA_sDP.jpg,9
http://pbs.twimg.com/media/ChKVcukWIAAbOeu.jpg,9
http://pbs.twimg.com/media/ChJ6LtTW0AAEdnE.jpg,9
http://pbs.twimg.com/media/ChLTiUEWIAEwgHv.jpg,9
http://pbs.twimg.com/media/ChLaUvqWYAEsuCh.jpg,9
http://pbs.twimg.com/media/ChLlFhUUkAADdDS.jpg,9
http://pbs.twimg.com/media/ChJGuswUgAEcBgh.jpg,9
http://pbs.twimg.com/media/ChLq-X6U0AEAUua.jpg,9
http://pbs.twimg.com/media/ChHHJmGUoAAHzIx.jpg,9
http://pbs.twimg.com/media/ChIz9NiWIAATd7A.jpg,9
http://pbs.twimg.com/media/ChCclrCUUAAOOCc.jpg,9
http://pbs.twimg.com/media/ChLGOIVUYAAwA9z.jpg,9
http://pbs.twimg.com/media/ChLbBCJUkAAnWmr.jpg,9
http://pbs.twimg.com/media/ChLbnN-UYAA9UzD.jpg,9
http://pbs.twimg.com/media/ChLytBNUUAItFYW.jpg,9
http://pbs.twimg.com/media/ChLauyPWUAAGB8e.jpg,9
http://pbs.twimg.com/media/ChLI-ZOW4AEgFu1.jpg,9
http://pbs.twimg.com/media/ChLRIU3WkAAguXD.jpg,9
http://pbs.twimg.com/media/ChI04djUcAA02RG.jpg,9
http://pbs.twimg.com/media/ChLD3eSXEAE08K9.jpg,9
http://pbs.twimg.com/media/CHYIhnNWgAAP-Wc.jpg,9
http://pbs.twimg.com/media/ChI3AVEUcAEblin.jpg,9
http://pbs.twimg.com/media/ChLbDWUUkAAb4sb.jpg,9
http://pbs.twimg.com/ext_tw_video_thumb/725718280208584705/pu/img/e1ALsjkGMZ1hATTe.jpg,8
http://pbs.twimg.com/media/ChLv_KOUcAUmVAC.jpg,8
http://pbs.twimg.com/media/ChFoYtIW4AAgfpl.jpg,8
http://pbs.twimg.com/media/ChKBayRVEAA_cto.jpg,8
http://pbs.twimg.com/media/ChLOLe5WIAEmVnA.jpg,8
http://pbs.twimg.com/media/ChMJ7uEU4AENAwK.jpg,8
http://pbs.twimg.com/media/ChKU5PgXEAAZyNv.jpg,8
http://pbs.twimg.com/media/ChJcwU-W0AI794B.jpg,8
http://pbs.twimg.com/media/ChHpzP8UoAAvLk6.jpg,8
http://pbs.twimg.com/media/ChJ2_zyU0AAUttn.jpg,8
http://pbs.twimg.com/media/ChJDkeAUYAIKwnD.jpg,8
http://pbs.twimg.com/media/ChJxBoHU0AAaJhx.jpg,8
http://pbs.twimg.com/media/ChJPLiuWMAAb7tV.jpg,8
http://pbs.twimg.com/media/ChIsJSzXEAAwWm6.jpg,8
http://pbs.twimg.com/media/ChHlM1PWUAAE3h-.jpg,8
http://pbs.twimg.com/media/ChKXZjGU4AE4BOg.jpg,8
http://pbs.twimg.com/ext_tw_video_thumb/725954643377934336/pu/img/y-rUXzo3MZtt5zHR.jpg,8
http://pbs.twimg.com/media/ChL1SsBVEAAobm2.jpg,8
http://pbs.twimg.com/media/ChH1TYgUUAEYr-B.jpg,8
http://pbs.twimg.com/media/ChJ5__vU8AAzn12.jpg,8
http://pbs.twimg.com/media/Cg435tTWIAAtenN.jpg,8
http://pbs.twimg.com/media/Cg2hlFkUcAAMLrp.jpg,8
http://pbs.twimg.com/media/ChHj7oRW4AAzrPj.jpg,8
http://pbs.twimg.com/media/ChFT5SSWIAADsPZ.jpg,8
